country,region,hazard_elec_bill,hazard_heat_cool,hazard_bill_struggle,hazard_house_value,hazard_miss_savings,hazard_tax_fines,hazard_power_cuts,hazard_insurance_cost,hazard_rent_ban,hazard_damp_mould,hazard_insurer_risk,hazard_severe_weather,hazard_cold_damp_health,composite_score,composite_level,gender,education,activity_status,household_size,location,ethnic_minority,disability,lgbtiqa,political_group,english_proficiency,digital_confidence,citizenship,ber_rating,hh_lives_alone,hh_has_partner,hh_children_under_25,hh_children_25_plus,hh_parent_grandparent,hh_disabled_member,hh_other_relatives,hh_non_relatives,heat_fuel_oil_paraffin,heat_fuel_electricity,heat_fuel_piped_natural,heat_fuel_bottle_gas,heat_fuel_lpg,heat_fuel_coal,heat_fuel_wood,heat_fuel_pellets,heat_fuel_district,heat_fuel_solar,heat_fuel_heat_pump,heat_fuel_other,housing_situation,home_type,dwelling_year,rent_arrears,utility_arrears,housing_support,energy_support,energy_improvements,plans_energy_improvements,solar_perception,solar_install_likelihood,can_cover_solar_cost,aware_gov_programmes,issue_poor_insulation,issue_damp_mold,issue_inadequate_heating,issue_high_energy_bills,issue_limited_light,issue_leaking_roof,issue_rotten_frames,home_problems_count,macro_dwelling_too_dark,macro_asthma_death_rate,macro_leak_damp_rot,macro_excess_winter_mortality,macro_cold_home_pct,macro_cost_overburden_rate,macro_heating_degree_days,macro_cooling_degree_days,macro_severe_housing_deprivation,religious_minority,bill_confidence,is_native_born,speaks_national_language,age,age_group,housing_cost_band,income_band,household_type
Germany,Upper Bavaria,25.0,12.0,9.0,10.0,12.0,12.0,6.0,12.0,2.0,6.0,8.0,12.0,20.0,11.23076923076923,4,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Suburban,Yes,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,C (moderate),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2011-2015,No,No,No,No,No,No,4,Somewhat unlikely,No,No,1,0,0,0,0,0,1,2,7.1,1054.27,16.0,5.5,5.7,11.2,1777.36,13.52,0.3,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,22.0,18-29,1_Low,3,"Couple, no children"
Germany,Cologne,12.0,12.0,5.0,2.0,16.0,12.0,8.0,12.0,12.0,8.0,12.0,15.0,15.0,10.846153846153847,4,Man,Primary or Secondary education,"Attending school, university, or other educational/training programmes",2.0,Urban,Yes,No,Yes or PNS,Yes,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"I live here without paying rent (for example, staying with relatives of friends)","Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2001-2010,No,No,No,Yes,No,Yes,4,Not applicable,No,Not applicable,0,1,1,0,0,0,0,2,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,21.0,18-29,3_High,3,Other shared
Germany,Düsseldorf,25.0,25.0,9.0,3.0,10.0,1.0,10.0,5.0,10.0,5.0,2.0,5.0,5.0,8.846153846153847,3,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Suburban,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,A-B (high efficiency),0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2016-2021,No,No,No,No,Yes,Not applicable,5,Not applicable,Yes,Not applicable,0,0,0,0,0,0,0,0,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,36.0,30-44,2_Medium,9,"Couple, no children"
Germany,Cologne,15.0,16.0,20.0,2.0,1.0,1.0,4.0,1.0,1.0,20.0,1.0,16.0,16.0,8.76923076923077,3,Woman or Non-binary,Further education or training after school (not university),Other,3.0,Suburban,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,Terraced house – a house that is part of a row of houses joined together,Before 1945,No,No,No,Yes,Yes,Not applicable,5,Not applicable,Yes,Not applicable,1,0,0,0,1,0,0,2,7.1,1075.05,16.0,5.5,5.7,11.2,1540.0,38.40000000000001,0.3,No/Non-religious,Not very confident or worse,Yes,Yes,34.0,30-44,3_High,6,Couple with children
Germany,Dresden,12.0,16.0,15.0,8.0,16.0,9.0,9.0,12.0,12.0,12.0,12.0,16.0,12.0,12.384615384615385,5,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)",Unemployed (actively seeking work or available to start work),2.0,Suburban,Yes,No,No,No,Mother tongue / Very well,Confident or less confident,Citizen of this country,I don't know,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"I live here without paying rent (for example, staying with relatives of friends)","Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,No,No,5,Not sure,No,No,1,1,0,0,0,0,0,2,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Another person is in charge of reading and/or paying the energy bill.,Yes,Yes,39.0,30-44,1_Low,2,Multi-generational / extended
Germany,Karlsruhe,20.0,20.0,12.0,4.0,20.0,3.0,20.0,3.0,25.0,3.0,3.0,20.0,20.0,13.307692307692308,5,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Urban,No,No,No,No,Well or less proficient,Confident or less confident,Citizen of this country,I don't know,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,No,Yes,4,Not applicable,Yes,Not applicable,0,0,1,0,0,0,0,1,7.1,1076.21,16.0,5.5,5.7,11.2,2012.55,15.31,0.3,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,34.0,30-44,2_Medium,9,"Couple, no children"
Germany,Thuringia,9.0,16.0,8.0,1.0,2.0,1.0,9.0,4.0,6.0,2.0,1.0,1.0,1.0,4.6923076923076925,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4.0,Suburban,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Non-EU citizen,I don't know,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),Semi-detached house – a house joined to one other house,2001-2010,No,No,No,No,No,No,4,Unlikely,Yes,Yes,0,0,1,1,0,0,0,2,7.1,980.45,16.0,5.5,5.7,11.2,1828.77,45.16,0.3,No/Non-religious,Confident — I can understand it with some help,No,No,49.0,45+,3_High,9,Couple with children
Germany,Berlin,20.0,16.0,16.0,8.0,12.0,1.0,2.0,9.0,2.0,6.0,3.0,12.0,16.0,9.461538461538462,3,Man,Further education or training after school (not university),"Attending school, university, or other educational/training programmes",2.0,Suburban,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,A-B (high efficiency),0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,No,No,2,Somewhat likely,Not sure,Yes,0,0,0,0,0,0,0,0,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,22.0,18-29,2_Medium,5,Multi-generational / extended
Germany,Düsseldorf,20.0,20.0,9.0,4.0,8.0,9.0,1.0,15.0,8.0,4.0,10.0,16.0,2.0,9.692307692307692,3,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Urban,Yes,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,A-B (high efficiency),0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2022 or after,No,No,Yes,No,Yes,Not applicable,5,Not applicable,Not sure,Not applicable,0,0,1,1,0,0,0,2,7.1,1007.25,16.0,5.5,5.7,11.2,1750.33,24.56,0.3,No/Non-religious,Confident — I can understand it with some help,Yes,No,28.0,18-29,1_Low,7,"Couple, no children"
Germany,Berlin,20.0,20.0,16.0,1.0,16.0,16.0,4.0,9.0,16.0,1.0,16.0,16.0,16.0,12.846153846153847,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1.0,Suburban,No,No,No,No,Mother tongue / Very well,Confident or less confident,Citizen of this country,I don't know,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,No,Yes,4,Not applicable,No,Not applicable,1,0,0,0,0,0,0,1,7.1,1075.05,16.0,5.5,5.7,11.2,1540.0,38.40000000000001,0.3,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,26.0,18-29,1_Low,2,Lives alone
Germany,Düsseldorf,10.0,10.0,10.0,15.0,15.0,10.0,15.0,15.0,15.0,10.0,10.0,15.0,10.0,12.307692307692308,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Urban,Prefer not to say,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Non-EU citizen,E-G (poor efficiency),0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1945-1960,No,No,No,No,Yes,Not applicable,3,Not applicable,Yes,Not applicable,1,0,1,1,0,0,0,3,7.1,1007.25,16.0,5.5,5.7,11.2,1750.33,24.56,0.3,No/Non-religious,Not very confident or worse,No,No,29.0,18-29,2_Medium,7,"Couple, no children"
Germany,Düsseldorf,12.0,20.0,9.0,12.0,9.0,9.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,9.538461538461538,3,Woman or Non-binary,Primary or Secondary education,"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Non-EU citizen,I don't know,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2016-2021,No,No,No,No,No,No,3,Somewhat likely,Not sure,Not sure,0,0,0,1,0,0,0,1,7.1,1075.05,16.0,5.5,5.7,11.2,1540.0,38.40000000000001,0.3,No/Non-religious,Not very confident or worse,No,No,32.0,30-44,3_High,7,"Couple, no children"
Germany,Cologne,16.0,16.0,16.0,4.0,9.0,1.0,1.0,25.0,9.0,4.0,1.0,16.0,1.0,9.153846153846153,3,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Urban,No,No,No,No,Well or less proficient,Confident or less confident,Citizen of this country,C (moderate),0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,No,No,5,Likely,Yes,No,1,1,0,1,0,0,1,4,7.1,1075.05,16.0,5.5,5.7,11.2,1540.0,38.40000000000001,0.3,No/Non-religious,Confident — I can understand it with some help,Yes,No,35.0,30-44,2_Medium,9,"Couple, no children"
Germany,Schleswig-Holstein,16.0,16.0,9.0,8.0,16.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.461538461538462,2,Man,Primary or Secondary education,"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Suburban,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",I don't know,"Yes, once","Yes, once",No,No,No,Yes,3,Not applicable,No,Not applicable,0,0,0,1,0,0,0,1,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,25.0,18-29,2_Medium,3,"Couple, no children"
Germany,Berlin,25.0,25.0,9.0,16.0,25.0,4.0,4.0,4.0,1.0,4.0,9.0,25.0,4.0,11.923076923076923,4,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4.0,Rural,No,No,No,No,Well or less proficient,Confident or less confident,Citizen of this country,A-B (high efficiency),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,I rent the house where I live in (I pay rent every month),Semi-detached house – a house joined to one other house,2016-2021,No,No,No,No,No,No,4,Very likely,Yes,Yes,0,1,0,0,0,0,0,1,7.1,1014.58,16.0,5.5,5.7,11.2,1883.8,3.69,0.3,No/Non-religious,Confident — I can understand it with some help,No,No,43.0,30-44,2_Medium,5,Couple with children
Germany,Bremen,9.0,9.0,2.0,16.0,20.0,20.0,12.0,25.0,6.0,6.0,16.0,6.0,9.0,12.0,5,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Suburban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,No,I don't know,5,Not sure,No,Not sure,1,1,1,1,0,0,1,5,7.1,1007.25,16.0,5.5,5.7,11.2,1750.33,24.56,0.3,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,25.0,18-29,2_Medium,3,Other shared
Germany,Darmstadt,4.0,12.0,2.0,16.0,6.0,12.0,8.0,9.0,16.0,8.0,8.0,6.0,6.0,8.692307692307692,3,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Urban,No,Yes,Yes or PNS,Prefer not to say,Mother tongue / Very well,Confident or less confident,Citizen of this country,I don't know,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2011-2015,No,No,No,No,No,No,5,Very likely,Not sure,Yes,0,1,0,0,0,0,0,1,7.1,1054.27,16.0,5.5,5.7,11.2,1777.36,13.52,0.3,No/Non-religious,Confident — I can understand it with some help,Yes,No,41.0,30-44,1_Low,5,"Couple, no children"
Germany,Cologne,12.0,9.0,3.0,8.0,16.0,25.0,16.0,9.0,12.0,12.0,25.0,16.0,12.0,13.461538461538462,5,Man,Primary or Secondary education,"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Suburban,No,No,No,No,Well or less proficient,Confident or less confident,Citizen of this country,C (moderate),0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),Semi-detached house – a house joined to one other house,2011-2015,No,"Yes, once",No,No,Yes,Not applicable,4,Not applicable,Yes,Not applicable,0,1,0,0,0,0,0,1,7.1,974.39,16.0,5.5,5.7,11.2,1727.78,48.24,0.3,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,32.0,30-44,2_Medium,4,"Couple, no children"
Germany,Hamburg,15.0,15.0,10.0,1.0,1.0,4.0,4.0,3.0,8.0,12.0,4.0,4.0,4.0,6.538461538461538,2,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Suburban,No,No,No,Prefer not to say,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"I live here without paying rent (for example, staying with relatives of friends)",Detached house – a house that stands alone and is not joined to any other,1961-1980,No,No,No,No,Yes,Not applicable,3,Not applicable,Yes,Not applicable,1,0,0,1,0,0,0,2,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,26.0,18-29,2_Medium,5,Multi-generational / extended
Germany,Hannover,10.0,1.0,1.0,8.0,6.0,4.0,4.0,6.0,2.0,4.0,4.0,4.0,1.0,4.230769230769231,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3.0,Urban,Prefer not to say,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,A-B (high efficiency),0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2001-2010,No,No,Yes,No,Yes,Not applicable,4,Not applicable,No,Not applicable,1,1,0,0,1,0,0,3,7.1,1001.55,16.0,5.5,5.7,11.2,1792.43,12.98,0.3,No/Non-religious,Very confident — I can understand it easily,No,No,32.0,30-44,2_Medium,4,"Couple, no children"
Germany,Lower Bavaria,3.0,6.0,2.0,4.0,8.0,4.0,4.0,4.0,6.0,2.0,3.0,4.0,2.0,4.0,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1.0,Suburban,No,No,No,No,Well or less proficient,Confident or less confident,Citizen of this country,A-B (high efficiency),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2022 or after,No,No,No,No,No,Yes,4,Not applicable,Not sure,Not applicable,0,0,0,0,0,0,0,0,7.1,1043.92,16.0,5.5,5.7,11.2,1758.37,19.02,0.3,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,32.0,30-44,2_Medium,7,Lives alone
Germany,Saxony-Anhalt,8.0,20.0,15.0,2.0,15.0,15.0,1.0,2.0,20.0,20.0,1.0,2.0,6.0,9.76923076923077,3,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","Attending school, university, or other educational/training programmes",1.0,Urban,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Non-EU citizen,C (moderate),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",Before 1945,No,No,No,No,I don't know,I don't know,5,Somewhat likely,Yes,Not sure,0,1,0,0,0,0,0,1,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Confident — I can understand it with some help,No,No,22.0,18-29,1_Low,1,Lives alone
Germany,Freiburg,8.0,20.0,15.0,16.0,16.0,25.0,9.0,9.0,20.0,9.0,4.0,4.0,4.0,12.23076923076923,5,Man,Further education or training after school (not university),"Attending school, university, or other educational/training programmes",3.0,Urban,Prefer not to say,Prefer not to say,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Non-EU citizen,A-B (high efficiency),0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2022 or after,No,No,No,No,Yes,Not applicable,4,Not applicable,Not sure,Not applicable,0,1,1,0,0,0,0,2,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,Yes,Confident — I can understand it with some help,No,No,24.0,18-29,2_Medium,1,Other shared
Germany,Stuttgart,25.0,25.0,25.0,12.0,25.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,10.461538461538462,4,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","Attending school, university, or other educational/training programmes",2.0,Urban,No,No,No,No,Well or less proficient,Confident or less confident,Citizen of this country,I don't know,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),Semi-detached house – a house joined to one other house,2016-2021,No,No,No,No,No,No,4,Somewhat likely,Not sure,Yes,0,0,1,0,0,0,0,1,7.1,950.28,16.0,5.5,5.7,11.2,1967.95,31.66,0.3,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,29.0,18-29,1_Low,3,"Couple, no children"
Germany,Saarland,20.0,16.0,12.0,9.0,12.0,16.0,6.0,9.0,9.0,12.0,9.0,16.0,12.0,12.153846153846153,5,Man,Primary or Secondary education,"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Urban,Prefer not to say,Prefer not to say,Yes or PNS,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,Yes,Not applicable,4,Not applicable,No,Not applicable,1,0,1,0,0,0,0,2,7.1,938.1,16.0,5.5,5.7,11.2,1921.95,31.71,0.3,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,28.0,18-29,1_Low,2,Other shared
Germany,Kassel,15.0,12.0,5.0,6.0,2.0,20.0,5.0,6.0,10.0,4.0,8.0,25.0,4.0,9.384615384615385,3,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1.0,Rural,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2022 or after,No,No,No,No,Yes,Not applicable,4,Not applicable,Not sure,Not applicable,1,0,0,0,0,0,0,1,7.1,1123.41,16.0,5.5,5.7,11.2,1706.14,44.12,0.3,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,53.0,45+,1_Low,4,Lives alone
Germany,Bremen,25.0,25.0,4.0,5.0,4.0,25.0,1.0,25.0,25.0,1.0,12.0,1.0,1.0,11.846153846153847,4,Man,Primary or Secondary education,"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1.0,Rural,Yes,No,No,No,Well or less proficient,Confident or less confident,Citizen of this country,I don't know,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2022 or after,No,No,Yes,Yes,No,No,3,Likely,No,No,0,0,0,1,0,0,0,1,7.1,1078.19,16.0,5.5,5.7,11.2,2022.48,10.69,0.3,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,22.0,18-29,3_High,4,"Couple, no children"
Germany,Hamburg,20.0,16.0,6.0,1.0,4.0,1.0,1.0,2.0,6.0,12.0,1.0,1.0,4.0,5.769230769230769,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","Attending school, university, or other educational/training programmes",1.0,Urban,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2016-2021,No,No,No,No,No,No,5,Very likely,Yes,No,0,0,0,0,0,0,0,0,7.1,1054.27,16.0,5.5,5.7,11.2,1777.36,13.52,0.3,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,25.0,18-29,1_Low,3,Lives alone
Germany,Münster,12.0,15.0,1.0,4.0,1.0,15.0,1.0,9.0,1.0,1.0,1.0,4.0,1.0,5.076923076923077,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,EU citizen from another country,D (below average),0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,"Yes, twice or more",No,No,No,No,No,4,Unlikely,No,No,1,1,1,1,1,0,0,5,7.1,1001.55,16.0,5.5,5.7,11.2,1792.43,12.98,0.3,No/Non-religious,Confident — I can understand it with some help,No,Yes,25.0,18-29,2_Medium,6,"Couple, no children"
Portugal,Lisbon Metropolitan Area,16.0,16.0,15.0,9.0,8.0,12.0,1.0,16.0,9.0,12.0,9.0,9.0,9.0,10.846153846153847,4,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3.0,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,I own the house or flat where I live and I do not pay a mortgage,Terraced house – a house that is part of a row of houses joined together,2001-2010,No,No,No,No,No,Yes,4,Not applicable,Yes,Not applicable,0,0,0,1,0,0,0,1,7.1,1052.93,16.0,5.5,5.7,11.2,1659.33,23.99,0.3,No/Non-religious,Confident — I can understand it with some help,No,No,28.0,18-29,1_Low,5,Multi-generational / extended
Portugal,Centre,8.0,8.0,6.0,6.0,12.0,3.0,10.0,12.0,9.0,4.0,8.0,6.0,8.0,7.6923076923076925,2,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1.0,Urban,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2022 or after,No,No,No,No,Yes,Not applicable,5,Not applicable,No,Not applicable,1,0,1,0,0,0,0,2,8.1,1000.31,29.0,10.0,15.6,6.3,446.16,91.69,4.2,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,49.0,45+,1_Low,1,Lives alone
