country,region,hazard_elec_bill,hazard_heat_cool,hazard_bill_struggle,hazard_house_value,hazard_miss_savings,hazard_tax_fines,hazard_power_cuts,hazard_insurance_cost,hazard_rent_ban,hazard_damp_mould,hazard_insurer_risk,hazard_severe_weather,hazard_cold_damp_health,composite_score,composite_level,gender,education,activity_status,household_size,location,ethnic_minority,disability,lgbtiqa,political_group,english_proficiency,digital_confidence,citizenship,ber_rating,hh_lives_alone,hh_has_partner,hh_children_under_25,hh_children_25_plus,hh_parent_grandparent,hh_disabled_member,hh_other_relatives,hh_non_relatives,heat_fuel_oil_paraffin,heat_fuel_electricity,heat_fuel_piped_natural,heat_fuel_bottle_gas,heat_fuel_lpg,heat_fuel_coal,heat_fuel_wood,heat_fuel_pellets,heat_fuel_district,heat_fuel_solar,heat_fuel_heat_pump,heat_fuel_other,housing_situation,home_type,dwelling_year,rent_arrears,utility_arrears,housing_support,energy_support,energy_improvements,plans_energy_improvements,solar_perception,solar_install_likelihood,can_cover_solar_cost,aware_gov_programmes,issue_poor_insulation,issue_damp_mold,issue_inadequate_heating,issue_high_energy_bills,issue_limited_light,issue_leaking_roof,issue_rotten_frames,home_problems_count,macro_dwelling_too_dark,macro_asthma_death_rate,macro_leak_damp_rot,macro_excess_winter_mortality,macro_cold_home_pct,macro_cost_overburden_rate,macro_heating_degree_days,macro_cooling_degree_days,macro_severe_housing_deprivation,religious_minority,bill_confidence,is_native_born,speaks_national_language,age,age_group,housing_cost_band,income_band,household_type
Germany,Lower Bavaria,25.0,25.0,4.0,8.0,20.0,16.0,4.0,8.0,8.0,8.0,6.0,8.0,10.0,11.538461538461538,4,Man,Further education or training after school (not university),"Attending school, university, or other educational/training programmes",4.0,Rural,Yes,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,Detached house – a house that stands alone and is not joined to any other,2022 or after,No,No,No,No,Yes,Not applicable,5,Not applicable,No,Not applicable,0,0,0,0,0,0,0,0,7.1,938.1,16.0,5.5,5.7,11.2,1921.95,31.71,0.3,No/Non-religious,Very confident — I can understand it easily,No,No,22.0,18-29,3_High,5,"Couple, no children"
Germany,Münster,16.0,16.0,12.0,4.0,20.0,12.0,8.0,8.0,2.0,4.0,4.0,20.0,5.0,10.076923076923077,4,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1.0,Suburban,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,E-G (poor efficiency),1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2022 or after,No,No,No,No,No,Yes,4,Not applicable,Yes,Not applicable,0,0,0,1,0,0,0,1,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Confident — I can understand it with some help,No,No,38.0,30-44,3_High,6,Lives alone
Germany,Berlin,20.0,20.0,4.0,1.0,8.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.923076923076923,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3.0,Suburban,No,Yes,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,I own the house or flat where I live and I do not pay a mortgage,Detached house – a house that stands alone and is not joined to any other,1981-2000,No,No,No,No,No,Yes,4,Not applicable,Yes,Not applicable,0,0,0,0,0,0,0,0,7.1,1052.93,16.0,5.5,5.7,11.2,1659.33,23.99,0.3,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,30.0,30-44,2_Medium,6,Couple with children
Germany,Münster,15.0,15.0,1.0,16.0,8.0,5.0,4.0,1.0,5.0,4.0,4.0,4.0,9.0,7.0,2,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)",Unemployed (actively seeking work or available to start work),2.0,Urban,No,No,No,Yes,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,EU citizen from another country,E-G (poor efficiency),0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1945-1960,No,No,No,No,No,I don't know,4,Very likely,Not sure,Not sure,1,1,0,0,0,0,0,2,7.1,1007.25,16.0,5.5,5.7,11.2,1750.33,24.56,0.3,No/Non-religious,Confident — I can understand it with some help,No,No,31.0,30-44,3_High,6,"Couple, no children"
Germany,Saarland,5.0,5.0,9.0,8.0,25.0,15.0,9.0,16.0,9.0,8.0,8.0,16.0,9.0,10.923076923076923,4,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3.0,Rural,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,Detached house – a house that stands alone and is not joined to any other,2022 or after,No,No,No,No,No,No,5,Somewhat likely,Yes,Yes,0,0,0,0,0,0,0,0,7.1,1052.93,16.0,5.5,5.7,11.2,1659.33,23.99,0.3,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,37.0,30-44,3_High,9,Single parent
Germany,Saarland,16.0,25.0,9.0,6.0,12.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,6.3076923076923075,2,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1.0,Suburban,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,E-G (poor efficiency),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,Detached house – a house that stands alone and is not joined to any other,1961-1980,No,No,No,No,Yes,Not applicable,5,Not applicable,Yes,Not applicable,1,0,0,1,0,0,0,2,7.1,1123.41,16.0,5.5,5.7,11.2,1706.14,44.12,0.3,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,30.0,30-44,3_High,7,Lives alone
Germany,Trier,9.0,12.0,3.0,2.0,6.0,6.0,10.0,8.0,8.0,1.0,6.0,6.0,4.0,6.230769230769231,2,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","Attending school, university, or other educational/training programmes",3.0,Suburban,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,D (below average),0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,Semi-detached house – a house joined to one other house,1961-1980,No,No,No,No,Yes,Not applicable,1,Not applicable,No,Not applicable,0,0,0,1,0,0,0,1,7.1,1123.41,16.0,5.5,5.7,11.2,1706.14,44.12,0.3,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,32.0,30-44,2_Medium,5,Single parent
Germany,Upper Bavaria,16.0,12.0,6.0,5.0,12.0,4.0,4.0,9.0,4.0,1.0,1.0,4.0,1.0,6.076923076923077,1,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4.0,Suburban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Non-EU citizen,I don't know,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",I don't know,No,No,No,No,No,Yes,3,Not applicable,Not sure,Not applicable,0,0,0,0,0,0,0,0,7.1,985.58,16.0,5.5,5.7,11.2,1886.69,26.53,0.3,No/Non-religious,Not very confident or worse,No,No,36.0,30-44,3_High,8,Couple with children
Germany,Upper Bavaria,8.0,8.0,1.0,2.0,12.0,16.0,5.0,10.0,3.0,9.0,5.0,8.0,5.0,7.076923076923077,2,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4.0,Rural,No,Yes,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,A-B (high efficiency),0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,Detached house – a house that stands alone and is not joined to any other,2022 or after,No,"Yes, once",No,No,No,Yes,3,Not applicable,Yes,Not applicable,0,0,0,0,0,0,0,0,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,Prefer not to say,Very confident — I can understand it easily,Yes,Yes,37.0,30-44,3_High,8,Couple with children
Germany,Dresden,12.0,12.0,12.0,9.0,8.0,12.0,6.0,6.0,12.0,16.0,12.0,6.0,12.0,10.384615384615385,4,Man,Primary or Secondary education,"Attending school, university, or other educational/training programmes",4.0,Urban,Yes,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"I live here without paying rent (for example, staying with relatives of friends)",Terraced house – a house that is part of a row of houses joined together,1961-1980,No,No,No,No,Yes,Not applicable,4,Not applicable,No,Not applicable,0,0,0,0,0,0,0,0,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,18.0,18-29,3_High,8,Multi-generational / extended
Germany,Swabia,20.0,20.0,20.0,16.0,9.0,16.0,4.0,16.0,20.0,9.0,4.0,16.0,20.0,14.615384615384615,5,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Rural,No,No,No,No,Well or less proficient,Confident or less confident,Citizen of this country,E-G (poor efficiency),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,Yes,Not applicable,4,Not applicable,Yes,Not applicable,0,1,0,0,0,0,0,1,7.1,1076.21,16.0,5.5,5.7,11.2,2012.55,15.31,0.3,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,40.0,30-44,1_Low,9,"Couple, no children"
Germany,Brandenburg,6.0,6.0,20.0,1.0,1.0,12.0,5.0,3.0,2.0,8.0,5.0,3.0,4.0,5.846153846153846,1,Woman or Non-binary,Primary or Secondary education,"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Urban,No,No,Yes or PNS,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,E-G (poor efficiency),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,Detached house – a house that stands alone and is not joined to any other,1981-2000,No,"Yes, once",No,No,Yes,Not applicable,3,Not applicable,Yes,Not applicable,1,0,0,0,0,0,1,2,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,27.0,18-29,3_High,9,"Couple, no children"
Germany,Arnsberg,20.0,20.0,6.0,15.0,15.0,16.0,5.0,6.0,3.0,5.0,3.0,12.0,8.0,10.307692307692308,4,Man,Further education or training after school (not university),"Attending school, university, or other educational/training programmes",2.0,Suburban,No,Prefer not to say,Yes or PNS,No,Well or less proficient,Confident or less confident,Citizen of this country,I don't know,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,Detached house – a house that stands alone and is not joined to any other,2001-2010,No,No,No,No,Yes,Not applicable,4,Not applicable,Yes,Not applicable,0,0,0,0,0,0,0,0,7.1,1113.34,16.0,5.5,5.7,11.2,1875.22,14.89,0.3,No/Non-religious,Another person is in charge of reading and/or paying the energy bill.,Yes,Yes,21.0,18-29,1_Low,4,Multi-generational / extended
Germany,Hannover,16.0,16.0,10.0,9.0,12.0,8.0,6.0,9.0,10.0,12.0,8.0,16.0,15.0,11.307692307692308,4,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3.0,Suburban,No,Yes,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,Detached house – a house that stands alone and is not joined to any other,2022 or after,No,No,No,No,Yes,Not applicable,5,Not applicable,Yes,Not applicable,0,0,0,0,0,0,0,0,7.1,1106.0,16.0,5.5,5.7,11.2,1911.57,18.55,0.3,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,41.0,30-44,3_High,9,Couple with children
Germany,Stuttgart,8.0,8.0,5.0,8.0,9.0,4.0,4.0,3.0,2.0,10.0,4.0,3.0,5.0,5.615384615384615,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1.0,Urban,No,No,No,No,Well or less proficient,Confident or less confident,Citizen of this country,I don't know,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2011-2015,No,No,No,No,Yes,Not applicable,4,Not applicable,Yes,Not applicable,0,1,0,1,1,1,0,4,7.1,1043.92,16.0,5.5,5.7,11.2,1758.37,19.02,0.3,Yes,Confident — I can understand it with some help,Yes,Yes,63.0,45+,3_High,7,Lives alone
Germany,Brandenburg,12.0,12.0,10.0,4.0,12.0,16.0,4.0,12.0,1.0,4.0,5.0,20.0,4.0,8.923076923076923,3,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4.0,Rural,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2016-2021,No,No,No,No,No,No,3,Not sure,Yes,Not sure,0,0,0,1,0,0,0,1,7.1,938.1,16.0,5.5,5.7,11.2,1921.95,31.71,0.3,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,42.0,30-44,2_Medium,8,Couple with children
Germany,Düsseldorf,16.0,16.0,10.0,3.0,6.0,3.0,4.0,6.0,1.0,4.0,1.0,1.0,1.0,5.538461538461538,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4.0,Rural,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,A-B (high efficiency),0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,Detached house – a house that stands alone and is not joined to any other,2022 or after,No,No,No,No,No,Yes,5,Not applicable,Yes,Not applicable,0,0,0,0,1,0,0,1,7.1,1113.34,16.0,5.5,5.7,11.2,1875.22,14.89,0.3,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,45.0,45+,3_High,9,Couple with children
Germany,Arnsberg,15.0,15.0,1.0,9.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,4.384615384615385,1,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4.0,Suburban,No,Yes,No,Yes,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,D (below average),0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,Detached house – a house that stands alone and is not joined to any other,2001-2010,No,"Yes, once",No,No,I don't know,Yes,3,Not applicable,Not sure,Not applicable,1,0,0,0,1,0,0,2,7.1,1075.05,16.0,5.5,5.7,11.2,1540.0,38.40000000000001,0.3,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,26.0,18-29,2_Medium,8,Couple with children
Germany,Cologne,25.0,25.0,16.0,9.0,9.0,4.0,4.0,4.0,4.0,16.0,9.0,16.0,25.0,12.76923076923077,5,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3.0,Rural,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,A-B (high efficiency),0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,Detached house – a house that stands alone and is not joined to any other,2022 or after,No,No,No,No,No,No,4,Likely,Yes,No,0,0,0,0,0,0,0,0,7.1,1106.0,16.0,5.5,5.7,11.2,1911.57,18.55,0.3,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,42.0,30-44,3_High,9,"Couple, no children"
Germany,Middle Franconia,8.0,8.0,1.0,12.0,8.0,4.0,1.0,2.0,2.0,1.0,4.0,20.0,1.0,5.538461538461538,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4.0,Urban,Yes,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,EU citizen from another country,A-B (high efficiency),0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,I own the house or flat where I live and I am paying if with a mortgage,Terraced house – a house that is part of a row of houses joined together,2022 or after,No,No,No,No,No,Yes,5,Not applicable,Not sure,Not applicable,0,1,1,1,0,0,0,3,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Confident — I can understand it with some help,No,No,45.0,45+,3_High,7,Couple with children
Germany,Rheinhessen-Palatinate,16.0,6.0,15.0,20.0,20.0,16.0,9.0,15.0,6.0,9.0,16.0,9.0,20.0,13.615384615384615,5,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Urban,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,C (moderate),0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,Yes,Not applicable,5,Not applicable,Yes,Not applicable,0,0,0,1,0,0,0,1,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,28.0,18-29,1_Low,9,"Couple, no children"
Germany,Cologne,4.0,4.0,1.0,1.0,6.0,1.0,3.0,4.0,1.0,9.0,4.0,3.0,3.0,3.3846153846153846,1,Man,Primary or Secondary education,"Attending school, university, or other educational/training programmes",6.0,Suburban,No,Yes,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"I live here without paying rent (for example, staying with relatives of friends)",Terraced house – a house that is part of a row of houses joined together,2001-2010,No,No,No,No,No,Yes,5,Not applicable,No,Not applicable,0,0,0,1,0,0,0,1,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,18.0,18-29,3_High,1,Multi-generational / extended
