country,region,hazard_elec_bill,hazard_heat_cool,hazard_bill_struggle,hazard_house_value,hazard_miss_savings,hazard_tax_fines,hazard_power_cuts,composite_score,composite_level,gender,education,activity_status,household_size,location,ethnic_minority,disability,lgbtiqa,political_group,english_proficiency,digital_confidence,citizenship,hh_lives_alone,hh_has_partner,hh_children_under_25,hh_children_25_plus,hh_parent_grandparent,hh_disabled_member,hh_other_relatives,hh_non_relatives,housing_situation,home_type,dwelling_year,rent_arrears,utility_arrears,housing_support,energy_support,energy_improvements,plans_energy_improvements,solar_perception,solar_install_likelihood,can_cover_solar_cost,aware_gov_programmes,issue_poor_insulation,issue_damp_mold,issue_inadequate_heating,issue_high_energy_bills,issue_limited_light,issue_leaking_roof,issue_rotten_frames,home_problems_count,macro_utility_arrears_pct,macro_cold_home_pct,macro_cost_overburden_rate,macro_consumption_expenditure,macro_disposable_income_pps,macro_heating_degree_days,macro_cooling_degree_days,macro_energy_consumption_tj,macro_electricity_consumption,religious_minority,bill_confidence,is_native_born,speaks_national_language,age,age_group,housing_cost_band,income_band,household_type
Germany,Arnsberg,16,25,8,16,6,12,5,12.571428571428571,4,Woman or Non-binary,Primary or Secondary education,"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Suburban,No,Yes,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2011-2015,No,No,No,No,No,Yes,4.0,Not applicable,Not sure,Not applicable,1,1,0,1,0,0,0,3,4.6,5.7,11.2,1876818.0,113816.29,1911.57,18.55,2215295.198,6.9347,No/Non-religious,Not very confident — I often need help or support,Yes,Yes,29.0,18-29,3_High,7,Couple with children
Italy,Sicily,25,25,25,3,12,12,12,16.285714285714285,5,Woman or Non-binary,Primary or Secondary education,Fulfilling domestic tasks and/or caring for children or dependent persons,4,Suburban,No,No,No,No,Well,Confident or less confident,Citizen of this country,0,1,1,1,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,Semi-detached house – a house joined to one other house,2001-2010,"Yes, once","Yes, twice or more",No,No,No,I don't know,4.0,Somewhat unlikely,No,No,0,0,0,1,0,1,0,2,5.9,8.6,5.0,1257106.0,76298.9,558.9300000000001,452.35,1155020.242,8.7008,No/Non-religious,Not at all confident — I find it very difficult to understand my energy bill.,Yes,No,51.0,45-59,1_Low,4,Couple with children
Italy,Veneto,20,25,4,9,20,1,1,11.428571428571429,3,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Rural,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,"I live here without paying rent (for example, staying with relatives or friends)",Detached house – a house that stands alone and is not joined to any other,2016-2021,No,No,No,No,Yes,Not applicable,5.0,Not applicable,Yes,Not applicable,0,0,0,0,0,0,0,0,5.9,8.6,5.0,1257106.0,131344.4,1383.24,196.68,1155020.242,8.7008,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,26.0,18-29,1_Low,5,"Couple, no children"
Italy,Veneto,8,8,8,1,6,1,2,4.857142857142857,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Suburban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,1,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,Detached house – a house that stands alone and is not joined to any other,1961-1980,No,No,No,No,Yes,Not applicable,5.0,Not applicable,Yes,Not applicable,0,1,0,0,0,0,0,1,5.9,8.6,5.0,1257106.0,131344.4,1383.24,196.68,1155020.242,8.7008,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,43.0,30-44,3_High,7,Single parent
Italy,Piedmont,16,16,9,16,16,4,4,11.571428571428571,4,Man,Primary or Secondary education,"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Rural,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,Terraced house – a house that is part of a row of houses joined together,2022 or after,No,No,No,No,Yes,Not applicable,5.0,Not applicable,No,Not applicable,0,1,0,1,0,0,0,2,5.9,8.6,5.0,1257106.0,115962.7,1658.0,142.32,1155020.242,8.7008,No/Non-religious,Confident — I can understand it with some help,Yes,No,35.0,30-44,2_Medium,4,"Couple, no children"
Italy,Apulia,16,16,4,9,9,6,1,8.714285714285714,2,Woman or Non-binary,Primary or Secondary education,Retired,4,Urban,No,Yes,No,No,Well,Confident or less confident,Citizen of this country,0,0,0,1,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,Yes,Not applicable,4.0,Not applicable,Not sure,Not applicable,1,1,1,1,0,0,0,4,5.9,8.6,5.0,1257106.0,65418.9,640.14,517.28,1155020.242,8.7008,No/Non-religious,Not very confident — I often need help or support,Yes,Yes,67.0,60+,1_Low,3,Single parent
Italy,Calabria,9,16,2,9,6,12,9,9.0,2,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,No,No,3.0,Likely,Yes,Yes,0,0,1,0,0,0,0,1,5.9,8.6,5.0,1257106.0,27449.4,743.0100000000001,396.14,1155020.242,8.7008,No/Non-religious,Confident — I can understand it with some help,Yes,No,49.0,45-59,1_Low,5,"Couple, no children"
Germany,Dresden,16,16,9,3,16,12,4,10.857142857142858,3,Woman or Non-binary,Primary or Secondary education,"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Urban,No,No,Yes,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,"I live here without paying rent (for example, staying with relatives or friends)","Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,No,I don't know,5.0,Somewhat likely,Yes,Not sure,0,1,0,0,0,0,0,1,4.6,5.7,11.2,1876818.0,43540.54,2012.55,15.31,2215295.198,6.9347,No/Non-religious,Not very confident — I often need help or support,Yes,Yes,22.0,18-29,3_High,6,Multi-generational / extended
Italy,Sicily,20,20,25,6,5,6,6,12.571428571428571,4,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)",Other,5,Suburban,No,No,No,No,Not very well or worse,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,1,0,I own the house or flat where I live and I do not pay a mortgage,Detached house – a house that stands alone and is not joined to any other,1981-2000,No,No,No,No,Yes,Not applicable,5.0,Not applicable,Yes,Not applicable,0,1,1,1,0,0,0,3,5.9,8.6,5.0,1257106.0,76298.9,558.9300000000001,452.35,1155020.242,8.7008,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,25.0,18-29,2_Medium,3,Multi-generational / extended
Spain,Valencian Community,16,16,16,16,16,16,16,16.0,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Non-EU citizen,0,1,1,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,"Yes, twice or more",No,No,Yes,Not applicable,5.0,Not applicable,No,Not applicable,1,1,1,1,1,0,0,5,9.2,15.9,7.2,793600.0,91415.7,730.56,512.5,580422.275,5.6424,Yes,Not very confident — I often need help or support,No,No,41.0,30-44,2_Medium,1,Couple with children
Germany,Düsseldorf,25,25,25,20,20,25,20,22.857142857142858,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)",Fulfilling domestic tasks and/or caring for children or dependent persons,4,Urban,No,No,Yes,No,Not very well or worse,Confident or less confident,Non-EU citizen,0,1,1,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1945-1960,"Yes, twice or more","Yes, once",Yes,No,Yes,Not applicable,5.0,Not applicable,No,Not applicable,1,1,1,1,0,0,0,4,4.6,5.7,11.2,1876818.0,176736.87,1540.0,38.40000000000001,2215295.198,6.9347,No/Non-religious,Confident — I can understand it with some help,No,No,36.0,30-44,3_High,2,Couple with children
Spain,Andalusia,16,20,9,2,1,16,15,11.285714285714286,3,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,1,0,I own the house or flat where I live and I do not pay a mortgage,Terraced house – a house that is part of a row of houses joined together,1945-1960,No,No,No,No,No,No,3.0,Very unlikely,No,Not sure,1,1,1,0,1,0,1,5,9.2,15.9,7.2,793600.0,132060.5,650.85,612.19,580422.275,5.6424,No/Non-religious,Not at all confident — I find it very difficult to understand my energy bill.,Yes,Yes,47.0,45-59,1_Low,2,Multi-generational / extended
Italy,Veneto,16,25,12,4,6,8,2,10.428571428571429,3,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",6,Suburban,No,No,No,Prefer not to say,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,1,1,0,I own the house or flat where I live and I do not pay a mortgage,Detached house – a house that stands alone and is not joined to any other,1961-1980,No,"Yes, twice or more",No,No,No,Yes,5.0,Not applicable,Not sure,Not applicable,0,1,0,1,0,0,0,2,5.9,8.6,5.0,1257106.0,131344.4,1383.24,196.68,1155020.242,8.7008,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,28.0,18-29,1_Low,6,Multi-generational / extended
Germany,Karlsruhe,16,16,8,12,16,16,15,14.142857142857142,4,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)",Unemployed (actively seeking work or available to start work),1,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Non-EU citizen,1,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2016-2021,No,No,No,No,No,I don't know,4.0,Unlikely,Not sure,Not sure,1,0,0,0,0,0,0,1,4.6,5.7,11.2,1876818.0,106148.97,1828.77,45.16,2215295.198,6.9347,No/Non-religious,Confident — I can understand it with some help,No,No,31.0,30-44,2_Medium,2,Lives alone
Spain,Andalusia,8,4,2,8,5,16,12,7.857142857142857,2,Woman or Non-binary,Further education or training after school (not university),Unemployed (actively seeking work or available to start work),3,Urban,No,Yes,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2022 or after,No,No,No,No,Yes,Not applicable,3.0,Not applicable,Not sure,Not applicable,1,0,1,0,0,0,0,2,9.2,15.9,7.2,793600.0,132060.5,650.85,612.19,580422.275,5.6424,No/Non-religious,Confident — I can understand it with some help,Yes,No,,60+,3_High,4,"Couple, no children"
Germany,Düsseldorf,25,20,9,4,20,4,12,13.428571428571429,4,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Suburban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,Terraced house – a house that is part of a row of houses joined together,1961-1980,No,No,No,No,Yes,Not applicable,5.0,Not applicable,Yes,Not applicable,0,0,1,1,0,0,0,2,4.6,5.7,11.2,1876818.0,176736.87,1540.0,38.40000000000001,2215295.198,6.9347,No/Non-religious,Confident — I can understand it with some help,Yes,No,42.0,30-44,3_High,9,Couple with children
Germany,Gießen,20,20,20,3,16,15,6,14.285714285714286,4,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Suburban,No,No,No,No,Well,Confident or less confident,EU citizen from another country,1,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,"Yes, once",No,No,No,I don't know,5.0,Likely,Not sure,Not sure,1,0,0,1,0,0,0,2,4.6,5.7,11.2,1876818.0,33327.91,1940.26,19.55,2215295.198,6.9347,No/Non-religious,Not very confident — I often need help or support,No,No,30.0,30-44,2_Medium,2,Lives alone
Germany,Hannover,20,15,20,1,20,8,6,12.857142857142858,4,Woman or Non-binary,Primary or Secondary education,"Attending school, university, or other educational/training programmes",1,Urban,No,No,Yes,Prefer not to say,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,1,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1945-1960,No,No,No,No,I don't know,No,5.0,Likely,No,No,0,1,1,0,1,0,0,3,4.6,5.7,11.2,1876818.0,71168.44,1758.37,19.02,2215295.198,6.9347,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,20.0,18-29,2_Medium,2,Lives alone
Spain,Extremadura,4,4,12,20,16,16,4,10.857142857142858,3,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Rural,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,Semi-detached house – a house joined to one other house,1981-2000,No,No,No,No,I don't know,Yes,5.0,Not applicable,Not sure,Not applicable,0,0,0,0,0,1,0,1,9.2,15.9,7.2,793600.0,15768.1,741.72,634.58,580422.275,5.6424,No/Non-religious,Not very confident — I often need help or support,Yes,Yes,33.0,30-44,1_Low,4,"Couple, no children"
Italy,Calabria,25,25,25,25,25,15,20,22.857142857142858,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Urban,No,No,Yes,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,1,0,1,0,0,0,I own the house or flat where I live and I do not pay a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,"Yes, twice or more",No,No,No,Yes,4.0,Not applicable,No,Not applicable,1,1,1,1,1,0,1,6,5.9,8.6,5.0,1257106.0,27449.4,743.0100000000001,396.14,1155020.242,8.7008,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,30.0,30-44,2_Medium,3,Single parent
