country,region,hazard_elec_bill,hazard_heat_cool,hazard_bill_struggle,hazard_house_value,hazard_miss_savings,hazard_tax_fines,hazard_power_cuts,composite_score,composite_level,gender,education,activity_status,household_size,location,ethnic_minority,disability,lgbtiqa,political_group,english_proficiency,digital_confidence,citizenship,hh_lives_alone,hh_has_partner,hh_children_under_25,hh_children_25_plus,hh_parent_grandparent,hh_disabled_member,hh_other_relatives,hh_non_relatives,housing_situation,home_type,dwelling_year,rent_arrears,utility_arrears,housing_support,energy_support,energy_improvements,plans_energy_improvements,solar_perception,solar_install_likelihood,can_cover_solar_cost,aware_gov_programmes,issue_poor_insulation,issue_damp_mold,issue_inadequate_heating,issue_high_energy_bills,issue_limited_light,issue_leaking_roof,issue_rotten_frames,home_problems_count,macro_utility_arrears_pct,macro_cold_home_pct,macro_cost_overburden_rate,macro_consumption_expenditure,macro_disposable_income_pps,macro_heating_degree_days,macro_cooling_degree_days,macro_energy_consumption_tj,macro_electricity_consumption,religious_minority,bill_confidence,is_native_born,speaks_national_language,age,age_group,housing_cost_band,income_band,household_type
Spain,Catalonia,15,15,20,10,8,15,25,15.428571428571429,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Urban,No,No,Prefer not to say,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2001-2010,No,No,No,No,Yes,Not applicable,4.0,Not applicable,No,Not applicable,0,0,0,0,0,0,0,0,9.2,15.9,7.2,793600.0,186166.0,1078.88,341.51,580422.275,5.6424,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,29.0,18-29,2_Medium,9,Couple with children
Italy,Sicily,20,20,4,1,12,1,1,8.428571428571429,2,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,I own the house or flat where I live and I do not pay a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,"Yes, twice or more",No,No,No,Yes,4.0,Not applicable,No,Not applicable,0,0,0,1,0,0,0,1,5.9,8.6,5.0,1257106.0,76298.9,558.9300000000001,452.35,1155020.242,8.7008,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,31.0,30-44,1_Low,2,Multi-generational / extended
Italy,Piedmont,12,16,10,2,6,6,4,8.0,2,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Suburban,No,No,Yes,Yes,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,I own the house or flat where I live and I do not pay a mortgage,Semi-detached house – a house joined to one other house,1981-2000,No,No,No,No,Yes,Not applicable,4.0,Not applicable,Not sure,Not applicable,0,1,1,0,0,0,0,2,5.9,8.6,5.0,1257106.0,115962.7,1658.0,142.32,1155020.242,8.7008,No/Non-religious,Not very confident — I often need help or support,Yes,Yes,28.0,18-29,1_Low,4,Multi-generational / extended
Italy,Marche,5,3,8,3,3,3,4,4.142857142857143,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,1,0,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2016-2021,No,No,No,No,Yes,Not applicable,4.0,Not applicable,Yes,Not applicable,0,0,0,1,0,0,0,1,5.9,8.6,5.0,1257106.0,34776.0,1017.36,234.21,1155020.242,8.7008,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,45.0,45-59,1_Low,4,Lives alone
Germany,Berlin,16,16,6,9,12,6,6,10.142857142857142,3,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Suburban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,EU citizen from another country,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,No,No,4.0,Somewhat likely,Yes,Not sure,1,1,1,0,0,0,0,3,4.6,5.7,11.2,1876818.0,122677.83,1750.33,24.56,2215295.198,6.9347,No/Non-religious,Very confident — I can understand it easily,No,No,32.0,30-44,3_High,5,"Couple, no children"
Germany,Lüneburg,6,9,5,4,4,12,3,6.142857142857143,1,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,1,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,No,I don't know,5.0,Unlikely,Yes,Not sure,0,0,0,0,0,0,0,0,4.6,5.7,11.2,1876818.0,59410.95,1832.41,10.61,2215295.198,6.9347,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,30.0,30-44,2_Medium,6,Lives alone
Italy,Tuscany,12,20,10,6,6,1,10,9.285714285714286,2,Woman or Non-binary,Further education or training after school (not university),"Attending school, university, or other educational/training programmes",2,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Non-EU citizen,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),Semi-detached house – a house joined to one other house,I don't know,No,No,No,No,No,No,3.0,Unlikely,Yes,No,0,1,0,0,1,0,1,3,5.9,8.6,5.0,1257106.0,1436758.9,1108.69,287.36,1155020.242,8.7008,No/Non-religious,Not very confident — I often need help or support,No,Yes,25.0,18-29,2_Medium,3,"Couple, no children"
Spain,Andalusia,16,16,12,12,8,12,12,12.571428571428571,4,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Rural,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,Terraced house – a house that is part of a row of houses joined together,2022 or after,No,No,No,No,Yes,Not applicable,3.0,Not applicable,Yes,Not applicable,0,1,1,1,0,0,0,3,9.2,15.9,7.2,793600.0,132060.5,650.85,612.19,580422.275,5.6424,No/Non-religious,Not at all confident — I find it very difficult to understand my energy bill.,Yes,Yes,42.0,30-44,2_Medium,6,"Couple, no children"
Italy,Sicily,20,25,9,9,16,25,1,15.0,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Rural,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,I own the house or flat where I live and I do not pay a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,"Yes, once",No,No,Yes,Not applicable,5.0,Not applicable,Not sure,Not applicable,1,1,0,0,0,1,1,4,5.9,8.6,5.0,1257106.0,76298.9,558.9300000000001,452.35,1155020.242,8.7008,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,25.0,18-29,1_Low,1,Multi-generational / extended
Spain,Balearic Islands,12,4,1,1,12,1,1,4.571428571428571,1,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Rural,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,"I live here without paying rent (for example, staying with relatives or friends)",Terraced house – a house that is part of a row of houses joined together,I don't know,No,No,No,No,No,Yes,3.0,Not applicable,No,Not applicable,0,1,0,1,0,1,0,3,9.2,15.9,7.2,793600.0,27829.4,379.81,495.48,580422.275,5.6424,No/Non-religious,Not very confident — I often need help or support,Yes,Yes,28.0,18-29,3_High,5,Multi-generational / extended
Italy,Friuli-Venezia Giulia,8,12,6,8,9,4,4,7.285714285714286,2,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Suburban,No,No,No,No,Well,Confident or less confident,EU citizen from another country,1,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,No,Yes,5.0,Not applicable,Yes,Not applicable,0,1,0,0,0,0,0,1,5.9,8.6,5.0,1257106.0,31199.7,1489.03,140.09,1155020.242,8.7008,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,46.0,45-59,1_Low,3,Lives alone
Italy,Emilia-Romagna,20,20,16,4,4,4,4,10.285714285714286,3,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Rural,No,No,No,Yes,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,I don't know,I don't know,5.0,Very likely,Not sure,Not sure,1,1,0,1,0,0,0,3,5.9,8.6,5.0,1257106.0,131258.7,1166.93,256.8,1155020.242,8.7008,No/Non-religious,Very confident — I can understand it easily,Yes,No,61.0,60+,2_Medium,7,Couple with children
Spain,Region of Murcia,16,9,4,6,12,16,12,10.714285714285714,3,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,1,0,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,No,Yes,3.0,Not applicable,Yes,Not applicable,1,0,0,0,0,0,0,1,9.2,15.9,7.2,793600.0,26989.6,581.1800000000001,627.17,580422.275,5.6424,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,42.0,30-44,1_Low,3,Lives alone
Spain,Community of Madrid,25,25,25,16,25,4,1,17.285714285714285,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,1,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2001-2010,No,No,No,No,No,Yes,5.0,Not applicable,Yes,Not applicable,1,0,1,1,0,0,0,3,9.2,15.9,7.2,793600.0,194229.0,1124.85,498.39,580422.275,5.6424,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,41.0,30-44,3_High,4,Lives alone
Italy,Tuscany,16,16,6,16,12,6,4,10.857142857142858,3,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Suburban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,Semi-detached house – a house joined to one other house,1961-1980,No,No,Yes,Yes,No,No,3.0,Likely,No,Yes,0,1,0,0,0,0,0,1,5.9,8.6,5.0,1257106.0,1436758.9,1108.69,287.36,1155020.242,8.7008,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,28.0,18-29,1_Low,2,"Couple, no children"
Spain,Basque Country,20,20,20,16,25,20,15,19.428571428571427,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,No,Yes,5.0,Not applicable,Yes,Not applicable,1,1,0,0,0,0,0,2,9.2,15.9,7.2,793600.0,56759.7,1017.59,98.14,580422.275,5.6424,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,44.0,30-44,2_Medium,4,Couple with children
Italy,Friuli-Venezia Giulia,16,12,8,25,6,4,9,11.428571428571429,3,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Rural,No,No,Yes,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,"I live here without paying rent (for example, staying with relatives or friends)","Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2001-2010,No,No,No,No,Yes,Not applicable,4.0,Not applicable,No,Not applicable,0,1,0,0,0,0,0,1,5.9,8.6,5.0,1257106.0,31199.7,1489.03,140.09,1155020.242,8.7008,No/Non-religious,Not very confident — I often need help or support,Yes,Yes,25.0,18-29,2_Medium,4,"Couple, no children"
Portugal,Lisbon Metropolitan Area,25,16,16,25,25,25,16,21.142857142857142,5,Woman or Non-binary,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Suburban,No,Yes,Yes,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,"I live here without paying rent (for example, staying with relatives or friends)","Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2001-2010,No,No,No,No,Yes,Not applicable,5.0,Not applicable,Not sure,Not applicable,1,1,0,1,0,0,0,3,3.6,15.6,6.3,166851.3,42468.37,446.16,91.69,128035.143,4.653,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,27.0,18-29,1_Low,2,Multi-generational / extended
Italy,Trentino-South Tyrol,20,12,6,8,20,12,25,14.714285714285714,4,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,1,0,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",Before 1945,No,No,No,No,No,No,5.0,Somewhat likely,No,No,0,0,0,0,1,0,0,1,5.9,8.6,5.0,1257106.0,19326.4,2858.93,17.11,1155020.242,8.7008,No/Non-religious,Not at all confident — I find it very difficult to understand my energy bill.,Yes,No,42.0,30-44,1_Low,6,Lives alone
Spain,Castile-La Mancha,25,25,25,25,25,25,25,25.0,5,Woman or Non-binary,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Suburban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,1,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,Detached house – a house that stands alone and is not joined to any other,1981-2000,No,No,No,No,No,No,4.0,Likely,Not sure,Not sure,0,0,1,1,0,1,0,3,9.2,15.9,7.2,793600.0,35454.2,1104.84,509.34,580422.275,5.6424,No/Non-religious,Very confident — I can understand it easily,No,Yes,56.0,45-59,1_Low,2,Single parent
Portugal,Alentejo,12,9,4,4,1,1,1,4.571428571428571,1,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Suburban,No,No,No,No,Mother tongue / Very well,Confident or less confident,Citizen of this country,0,1,0,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2001-2010,No,No,No,No,Yes,Not applicable,4.0,Not applicable,Yes,Not applicable,1,1,0,1,0,1,0,4,3.6,15.6,6.3,166851.3,7519.79,581.44,404.7500000000001,128035.143,4.653,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,31.0,30-44,2_Medium,4,"Couple, no children"
Germany,Münster,1,2,2,12,4,20,6,6.714285714285714,1,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Suburban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Non-EU citizen,1,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",I don't know,"Yes, twice or more","Yes, once",No,No,Yes,Not applicable,4.0,Not applicable,No,Not applicable,0,0,1,0,1,1,0,3,4.6,5.7,11.2,1876818.0,86185.76,1659.33,23.99,2215295.198,6.9347,Yes,Confident — I can understand it with some help,No,No,34.0,30-44,2_Medium,2,Lives alone
Germany,Upper Bavaria,25,25,9,9,9,4,1,11.714285714285714,4,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,"I live here without paying rent (for example, staying with relatives or friends)","Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,No,Yes,5.0,Not applicable,Yes,Not applicable,1,0,0,0,0,0,0,1,4.6,5.7,11.2,1876818.0,2903658.0,1919.09,19.17,2215295.198,6.9347,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,29.0,18-29,3_High,4,Multi-generational / extended
Italy,Apulia,12,12,2,12,9,6,20,10.428571428571429,3,Man,Primary or Secondary education,"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,Prefer not to say,Yes,Prefer not to say,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,Terraced house – a house that is part of a row of houses joined together,I don't know,No,No,No,No,Yes,Not applicable,5.0,Not applicable,Yes,Not applicable,1,1,1,0,1,0,0,4,5.9,8.6,5.0,1257106.0,65418.9,640.14,517.28,1155020.242,8.7008,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,29.0,18-29,1_Low,5,"Couple, no children"
Italy,Lombardy,16,16,3,6,16,6,9,10.285714285714286,3,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Suburban,No,No,Yes,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,1,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,Yes,Not applicable,4.0,Not applicable,Not sure,Not applicable,0,0,1,0,0,0,0,1,5.9,8.6,5.0,1257106.0,322158.3,1471.71,214.79,1155020.242,8.7008,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,35.0,30-44,1_Low,6,Lives alone
Italy,Apulia,12,12,2,1,2,16,6,7.285714285714286,2,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","Attending school, university, or other educational/training programmes",3,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,I rent the house where I live in (I pay rent every month),Terraced house – a house that is part of a row of houses joined together,1961-1980,No,No,No,Yes,Yes,Not applicable,3.0,Not applicable,No,Not applicable,0,1,0,0,0,0,0,1,5.9,8.6,5.0,1257106.0,65418.9,640.14,517.28,1155020.242,8.7008,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,22.0,18-29,3_High,2,Multi-generational / extended
Italy,Veneto,16,16,6,4,4,9,16,10.142857142857142,3,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Urban,No,No,No,No,Well,Confident or less confident,Citizen of this country,0,1,1,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,I don't know,No,3.0,Somewhat likely,Yes,Not sure,0,0,0,1,0,1,0,2,5.9,8.6,5.0,1257106.0,131344.4,1383.24,196.68,1155020.242,8.7008,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,50.0,45-59,1_Low,6,Couple with children
Germany,Rheinhessen-Palatinate,16,16,6,6,6,16,2,9.714285714285714,3,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",0,Rural,No,Yes,Yes,No,Mother tongue / Very well,Confident or less confident,Citizen of this country,1,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),Semi-detached house – a house joined to one other house,1981-2000,"Yes, once","Yes, once",No,No,No,Yes,5.0,Not applicable,Yes,Not applicable,1,1,0,1,0,0,0,3,4.6,5.7,11.2,1876818.0,2903658.0,1919.09,19.17,2215295.198,6.9347,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,29.0,18-29,3_High,2,Lives alone
Spain,Community of Madrid,16,16,12,9,9,16,6,12.0,4,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,"I live here without paying rent (for example, staying with relatives or friends)","Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2016-2021,No,No,No,No,Yes,Not applicable,5.0,Not applicable,Yes,Not applicable,0,0,0,0,0,0,0,0,9.2,15.9,7.2,793600.0,194229.0,1124.85,498.39,580422.275,5.6424,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,34.0,30-44,1_Low,3,Couple with children
Italy,Friuli-Venezia Giulia,25,25,25,9,9,4,9,15.142857142857142,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Urban,Yes,Yes,Yes,Prefer not to say,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,1,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1945-1960,No,No,No,No,Yes,Not applicable,4.0,Not applicable,No,Not applicable,1,1,0,1,1,0,0,4,5.9,8.6,5.0,1257106.0,31199.7,1489.03,140.09,1155020.242,8.7008,No/Non-religious,Not very confident — I often need help or support,Yes,Yes,26.0,18-29,2_Medium,2,Lives alone
Italy,Lombardy,20,20,10,6,8,20,20,14.857142857142858,5,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)",Unemployed (actively seeking work or available to start work),3,Urban,No,Yes,No,Prefer not to say,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,1,0,"I live here without paying rent (for example, staying with relatives or friends)","Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2016-2021,No,No,No,Yes,Yes,Not applicable,5.0,Not applicable,Yes,Not applicable,0,1,0,0,0,0,0,1,5.9,8.6,5.0,1257106.0,322158.3,1471.71,214.79,1155020.242,8.7008,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,29.0,18-29,1_Low,4,Multi-generational / extended
Germany,Bremen,20,20,15,3,9,8,15,12.857142857142858,4,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Non-EU citizen,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,No,No,4.0,Somewhat unlikely,No,Not sure,0,1,0,0,0,0,0,1,4.6,5.7,11.2,1876818.0,21115.27,1777.36,13.52,2215295.198,6.9347,No/Non-religious,Confident — I can understand it with some help,No,No,40.0,30-44,2_Medium,4,"Couple, no children"
Germany,Schleswig-Holstein,20,8,12,3,20,8,12,11.857142857142858,4,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",5,Urban,Yes,Yes,No,No,Well,Confident or less confident,EU citizen from another country,0,1,1,1,0,0,0,0,I rent the house where I live in (I pay rent every month),Detached house – a house that stands alone and is not joined to any other,2016-2021,No,"Yes, once",Yes,Yes,No,No,4.0,Likely,Yes,Yes,0,1,0,1,0,0,0,2,4.6,5.7,11.2,1876818.0,102135.81,1883.8,3.69,2215295.198,6.9347,Yes,Confident — I can understand it with some help,No,No,50.0,45-59,3_High,6,Couple with children
Germany,Upper Bavaria,8,8,9,6,8,8,4,7.285714285714286,2,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","Attending school, university, or other educational/training programmes",2,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Non-EU citizen,1,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,Yes,Not applicable,5.0,Not applicable,No,Not applicable,0,0,1,0,0,0,0,1,4.6,5.7,11.2,1876818.0,2903658.0,1919.09,19.17,2215295.198,6.9347,No/Non-religious,Very confident — I can understand it easily,No,No,28.0,18-29,1_Low,1,Lives alone
Italy,Marche,8,8,8,8,12,8,8,8.571428571428571,2,Woman or Non-binary,Primary or Secondary education,"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,No,No,No,Mother tongue / Very well,Confident or less confident,Citizen of this country,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,"Yes, once",No,No,No,Yes,5.0,Not applicable,No,Not applicable,0,1,0,1,1,0,0,3,5.9,8.6,5.0,1257106.0,34776.0,1017.36,234.21,1155020.242,8.7008,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,26.0,18-29,1_Low,2,"Couple, no children"
Spain,Galicia,16,6,1,2,15,4,2,6.571428571428571,1,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,Detached house – a house that stands alone and is not joined to any other,2022 or after,No,No,No,No,Yes,Not applicable,5.0,Not applicable,Yes,Not applicable,1,1,1,0,0,0,0,3,9.2,15.9,7.2,793600.0,49230.2,1111.35,78.06,580422.275,5.6424,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,27.0,18-29,1_Low,3,"Couple, no children"
